material,symbol,frequency_hz,linear_stopping_voltage_v,emission_possible,physical_stopping_voltage_v
Silver,Ag,1942000000000000,3.7314666674261341,true,3.7314666674261341
Silver,Ag,1943000000000000,3.7356023351230574,true,3.7356023351230574
Silver,Ag,1944000000000000,3.7397380028199825,true,3.7397380028199825
Silver,Ag,1945000000000000,3.7438736705169058,true,3.7438736705169058
Silver,Ag,1946000000000000,3.7480093382138291,true,3.7480093382138291
Silver,Ag,1947000000000000,3.7521450059107542,true,3.7521450059107542
Silver,Ag,1948000000000000,3.7562806736076775,true,3.7562806736076775
Silver,Ag,1949000000000000,3.7604163413046008,true,3.7604163413046008
Silver,Ag,1950000000000000,3.7645520090015259,true,3.7645520090015259
Silver,Ag,1951000000000000,3.7686876766984492,true,3.7686876766984492
Silver,Ag,1952000000000000,3.7728233443953725,true,3.7728233443953725
Silver,Ag,1953000000000000,3.7769590120922976,true,3.7769590120922976
Silver,Ag,1954000000000000,3.7810946797892209,true,3.7810946797892209
Silver,Ag,1955000000000000,3.7852303474861442,true,3.7852303474861442
Silver,Ag,1956000000000000,3.7893660151830693,true,3.7893660151830693
Silver,Ag,1957000000000000,3.7935016828799926,true,3.7935016828799926
Silver,Ag,1958000000000000,3.7976373505769159,true,3.7976373505769159
Silver,Ag,1959000000000000,3.8017730182738392,true,3.8017730182738392
Silver,Ag,1960000000000000,3.8059086859707643,true,3.8059086859707643
Silver,Ag,1961000000000000,3.8100443536676876,true,3.8100443536676876
Silver,Ag,1962000000000000,3.8141800213646109,true,3.8141800213646109
Silver,Ag,1963000000000000,3.818315689061536,true,3.818315689061536
Silver,Ag,1964000000000000,3.8224513567584593,true,3.8224513567584593
Silver,Ag,1965000000000000,3.8265870244553826,true,3.8265870244553826
Silver,Ag,1966000000000000,3.8307226921523077,true,3.8307226921523077
Silver,Ag,1967000000000000,3.834858359849231,true,3.834858359849231
Silver,Ag,1968000000000000,3.8389940275461543,true,3.8389940275461543
Silver,Ag,1969000000000000,3.8431296952430793,true,3.8431296952430793
Silver,Ag,1970000000000000,3.8472653629400027,true,3.8472653629400027
Silver,Ag,1971000000000000,3.851401030636926,true,3.851401030636926
Silver,Ag,1972000000000000,3.855536698333851,true,3.855536698333851
Silver,Ag,1973000000000000,3.8596723660307743,true,3.8596723660307743
Silver,Ag,1974000000000000,3.8638080337276977,true,3.8638080337276977
Silver,Ag,1975000000000000,3.867943701424621,true,3.867943701424621
Silver,Ag,1976000000000000,3.872079369121546,true,3.872079369121546
Silver,Ag,1977000000000000,3.8762150368184694,true,3.8762150368184694
Silver,Ag,1978000000000000,3.8803507045153927,true,3.8803507045153927
Silver,Ag,1979000000000000,3.8844863722123177,true,3.8844863722123177
Silver,Ag,1980000000000000,3.888622039909241,true,3.888622039909241
Silver,Ag,1981000000000000,3.8927577076061644,true,3.8927577076061644
Silver,Ag,1982000000000000,3.8968933753030894,true,3.8968933753030894
Silver,Ag,1983000000000000,3.9010290430000127,true,3.9010290430000127
Silver,Ag,1984000000000000,3.905164710696936,true,3.905164710696936
Silver,Ag,1985000000000000,3.9093003783938611,true,3.9093003783938611
Silver,Ag,1986000000000000,3.9134360460907844,true,3.9134360460907844
Silver,Ag,1987000000000000,3.9175717137877077,true,3.9175717137877077
Silver,Ag,1988000000000000,3.921707381484631,true,3.921707381484631
Silver,Ag,1989000000000000,3.9258430491815561,true,3.9258430491815561
Silver,Ag,1990000000000000,3.9299787168784794,true,3.9299787168784794
Silver,Ag,1991000000000000,3.9341143845754027,true,3.9341143845754027
Silver,Ag,1992000000000000,3.9382500522723278,true,3.9382500522723278
Silver,Ag,1993000000000000,3.9423857199692511,true,3.9423857199692511
Silver,Ag,1994000000000000,3.9465213876661744,true,3.9465213876661744
Silver,Ag,1995000000000000,3.9506570553630995,true,3.9506570553630995
Silver,Ag,1996000000000000,3.9547927230600228,true,3.9547927230600228
Silver,Ag,1997000000000000,3.9589283907569461,true,3.9589283907569461
Silver,Ag,1998000000000000,3.9630640584538712,true,3.9630640584538712
Silver,Ag,1999000000000000,3.9671997261507945,true,3.9671997261507945
Silver,Ag,2000000000000000,3.9713353938477178,true,3.9713353938477178
Silver,Ag,2001000000000000,3.9754710615446429,true,3.9754710615446429
Silver,Ag,2002000000000000,3.9796067292415662,true,3.9796067292415662
Silver,Ag,2003000000000000,3.9837423969384895,true,3.9837423969384895
Silver,Ag,2004000000000000,3.9878780646354128,true,3.9878780646354128
Silver,Ag,2005000000000000,3.9920137323323379,true,3.9920137323323379
Silver,Ag,2006000000000000,3.9961494000292612,true,3.9961494000292612
Silver,Ag,2007000000000000,4.0002850677261845,true,4.0002850677261845
Silver,Ag,2008000000000000,4.0044207354231096,true,4.0044207354231096
Silver,Ag,2009000000000000,4.0085564031200329,true,4.0085564031200329
Silver,Ag,2010000000000000,4.0126920708169562,true,4.0126920708169562
Silver,Ag,2011000000000000,4.0168277385138813,true,4.0168277385138813
Silver,Ag,2012000000000000,4.0209634062108046,true,4.0209634062108046
Silver,Ag,2013000000000000,4.0250990739077279,true,4.0250990739077279
Silver,Ag,2014000000000000,4.029234741604653,true,4.029234741604653
Silver,Ag,2015000000000000,4.0333704093015763,true,4.0333704093015763
Silver,Ag,2016000000000000,4.0375060769984996,true,4.0375060769984996
Silver,Ag,2017000000000000,4.0416417446954247,true,4.0416417446954247
Silver,Ag,2018000000000000,4.045777412392348,true,4.045777412392348
Silver,Ag,2019000000000000,4.0499130800892713,true,4.0499130800892713
Silver,Ag,2020000000000000,4.0540487477861946,true,4.0540487477861946
Silver,Ag,2021000000000000,4.0581844154831197,true,4.0581844154831197
Silver,Ag,2022000000000000,4.062320083180043,true,4.062320083180043
Silver,Ag,2023000000000000,4.0664557508769663,true,4.0664557508769663
Silver,Ag,2024000000000000,4.0705914185738914,true,4.0705914185738914
Silver,Ag,2025000000000000,4.0747270862708147,true,4.0747270862708147
Silver,Ag,2026000000000000,4.078862753967738,true,4.078862753967738
Silver,Ag,2027000000000000,4.0829984216646631,true,4.0829984216646631
Silver,Ag,2028000000000000,4.0871340893615864,true,4.0871340893615864
Silver,Ag,2029000000000000,4.0912697570585097,true,4.0912697570585097
Silver,Ag,2030000000000000,4.0954054247554348,true,4.0954054247554348
Silver,Ag,2031000000000000,4.0995410924523581,true,4.0995410924523581
Silver,Ag,2032000000000000,4.1036767601492814,true,4.1036767601492814
Silver,Ag,2033000000000000,4.1078124278462047,true,4.1078124278462047
Silver,Ag,2034000000000000,4.1119480955431298,true,4.1119480955431298
Silver,Ag,2035000000000000,4.1160837632400531,true,4.1160837632400531
Silver,Ag,2036000000000000,4.1202194309369764,true,4.1202194309369764
Silver,Ag,2037000000000000,4.1243550986339015,true,4.1243550986339015
Silver,Ag,2038000000000000,4.1284907663308248,true,4.1284907663308248
Silver,Ag,2039000000000000,4.1326264340277481,true,4.1326264340277481
Silver,Ag,2040000000000000,4.1367621017246732,true,4.1367621017246732
Silver,Ag,2041000000000000,4.1408977694215965,true,4.1408977694215965
Silver,Ag,2042000000000000,4.1450334371185198,true,4.1450334371185198
Silver,Ag,2043000000000000,4.1491691048154449,true,4.1491691048154449
Silver,Ag,2044000000000000,4.1533047725123682,true,4.1533047725123682
Silver,Ag,2045000000000000,4.1574404402092915,true,4.1574404402092915
Silver,Ag,2046000000000000,4.1615761079062166,true,4.1615761079062166
Silver,Ag,2047000000000000,4.1657117756031399,true,4.1657117756031399
Silver,Ag,2048000000000000,4.1698474433000632,true,4.1698474433000632
Silver,Ag,2049000000000000,4.1739831109969865,true,4.1739831109969865
Silver,Ag,2050000000000000,4.1781187786939116,true,4.1781187786939116
Silver,Ag,2051000000000000,4.1822544463908349,true,4.1822544463908349
Silver,Ag,2052000000000000,4.1863901140877582,true,4.1863901140877582
Silver,Ag,2053000000000000,4.1905257817846833,true,4.1905257817846833
Silver,Ag,2054000000000000,4.1946614494816066,true,4.1946614494816066
Silver,Ag,2055000000000000,4.1987971171785299,true,4.1987971171785299
Silver,Ag,2056000000000000,4.202932784875455,true,4.202932784875455
Silver,Ag,2057000000000000,4.2070684525723783,true,4.2070684525723783
Silver,Ag,2058000000000000,4.2112041202693016,true,4.2112041202693016
Silver,Ag,2059000000000000,4.2153397879662267,true,4.2153397879662267
Silver,Ag,2060000000000000,4.21947545566315,true,4.21947545566315
Silver,Ag,2061000000000000,4.2236111233600733,true,4.2236111233600733
Silver,Ag,2062000000000000,4.2277467910569984,true,4.2277467910569984
Silver,Ag,2063000000000000,4.2318824587539217,true,4.2318824587539217
Silver,Ag,2064000000000000,4.236018126450845,true,4.236018126450845
Silver,Ag,2065000000000000,4.2401537941477683,true,4.2401537941477683
Silver,Ag,2066000000000000,4.2442894618446934,true,4.2442894618446934
Silver,Ag,2067000000000000,4.2484251295416167,true,4.2484251295416167
Silver,Ag,2068000000000000,4.25256079723854,true,4.25256079723854
Silver,Ag,2069000000000000,4.2566964649354651,true,4.2566964649354651
Silver,Ag,2070000000000000,4.2608321326323884,true,4.2608321326323884
Silver,Ag,2071000000000000,4.2649678003293117,true,4.2649678003293117
Silver,Ag,2072000000000000,4.2691034680262367,true,4.2691034680262367
Silver,Ag,2073000000000000,4.2732391357231601,true,4.2732391357231601
Silver,Ag,2074000000000000,4.2773748034200834,true,4.2773748034200834
Silver,Ag,2075000000000000,4.2815104711170084,true,4.2815104711170084
Silver,Ag,2076000000000000,4.2856461388139317,true,4.2856461388139317
Silver,Ag,2077000000000000,4.2897818065108551,true,4.2897818065108551
Silver,Ag,2078000000000000,4.2939174742077784,true,4.2939174742077784
Silver,Ag,2079000000000000,4.2980531419047034,true,4.2980531419047034
Silver,Ag,2080000000000000,4.3021888096016268,true,4.3021888096016268
Silver,Ag,2081000000000000,4.3063244772985501,true,4.3063244772985501
Silver,Ag,2082000000000000,4.3104601449954751,true,4.3104601449954751
Silver,Ag,2083000000000000,4.3145958126923984,true,4.3145958126923984
Silver,Ag,2084000000000000,4.3187314803893218,true,4.3187314803893218
Silver,Ag,2085000000000000,4.3228671480862468,true,4.3228671480862468
Silver,Ag,2086000000000000,4.3270028157831701,true,4.3270028157831701
Silver,Ag,2087000000000000,4.3311384834800934,true,4.3311384834800934
Silver,Ag,2088000000000000,4.3352741511770185,true,4.3352741511770185
Silver,Ag,2089000000000000,4.3394098188739418,true,4.3394098188739418
Silver,Ag,2090000000000000,4.3435454865708651,true,4.3435454865708651
Silver,Ag,2091000000000000,4.3476811542677902,true,4.3476811542677902
Silver,Ag,2092000000000000,4.3518168219647135,true,4.3518168219647135
Silver,Ag,2093000000000000,4.3559524896616368,true,4.3559524896616368
Silver,Ag,2094000000000000,4.3600881573585601,true,4.3600881573585601
Silver,Ag,2095000000000000,4.3642238250554852,true,4.3642238250554852
Silver,Ag,2096000000000000,4.3683594927524085,true,4.3683594927524085
Silver,Ag,2097000000000000,4.3724951604493318,true,4.3724951604493318
Silver,Ag,2098000000000000,4.3766308281462569,true,4.3766308281462569
Silver,Ag,2099000000000000,4.3807664958431802,true,4.3807664958431802
Silver,Ag,2100000000000000,4.3849021635401035,true,4.3849021635401035
Silver,Ag,2101000000000000,4.3890378312370286,true,4.3890378312370286
Silver,Ag,2102000000000000,4.3931734989339519,true,4.3931734989339519
Silver,Ag,2103000000000000,4.3973091666308752,true,4.3973091666308752
Silver,Ag,2104000000000000,4.4014448343278003,true,4.4014448343278003
Silver,Ag,2105000000000000,4.4055805020247236,true,4.4055805020247236
Silver,Ag,2106000000000000,4.4097161697216469,true,4.4097161697216469
Silver,Ag,2107000000000000,4.413851837418572,true,4.413851837418572
Silver,Ag,2108000000000000,4.4179875051154953,true,4.4179875051154953
Silver,Ag,2109000000000000,4.4221231728124186,true,4.4221231728124186
Silver,Ag,2110000000000000,4.4262588405093419,true,4.4262588405093419
Silver,Ag,2111000000000000,4.430394508206267,true,4.430394508206267
Silver,Ag,2112000000000000,4.4345301759031903,true,4.4345301759031903
Silver,Ag,2113000000000000,4.4386658436001136,true,4.4386658436001136
Silver,Ag,2114000000000000,4.4428015112970387,true,4.4428015112970387
Silver,Ag,2115000000000000,4.446937178993962,true,4.446937178993962
Silver,Ag,2116000000000000,4.4510728466908853,true,4.4510728466908853
Silver,Ag,2117000000000000,4.4552085143878104,true,4.4552085143878104
Silver,Ag,2118000000000000,4.4593441820847337,true,4.4593441820847337
Silver,Ag,2119000000000000,4.463479849781657,true,4.463479849781657
Silver,Ag,2120000000000000,4.4676155174785821,true,4.4676155174785821
Silver,Ag,2121000000000000,4.4717511851755054,true,4.4717511851755054
Silver,Ag,2122000000000000,4.4758868528724287,true,4.4758868528724287
Silver,Ag,2123000000000000,4.480022520569352,true,4.480022520569352
Silver,Ag,2124000000000000,4.4841581882662771,true,4.4841581882662771
Silver,Ag,2125000000000000,4.4882938559632004,true,4.4882938559632004
Silver,Ag,2126000000000000,4.4924295236601237,true,4.4924295236601237
Silver,Ag,2127000000000000,4.4965651913570488,true,4.4965651913570488
Silver,Ag,2128000000000000,4.5007008590539721,true,4.5007008590539721
Silver,Ag,2129000000000000,4.5048365267508954,true,4.5048365267508954
Silver,Ag,2130000000000000,4.5089721944478205,true,4.5089721944478205
Silver,Ag,2131000000000000,4.5131078621447438,true,4.5131078621447438
Silver,Ag,2132000000000000,4.5172435298416671,true,4.5172435298416671
Silver,Ag,2133000000000000,4.5213791975385922,true,4.5213791975385922
Silver,Ag,2134000000000000,4.5255148652355155,true,4.5255148652355155
Silver,Ag,2135000000000000,4.5296505329324388,true,4.5296505329324388
Silver,Ag,2136000000000000,4.5337862006293639,true,4.5337862006293639
Silver,Ag,2137000000000000,4.5379218683262872,true,4.5379218683262872
Silver,Ag,2138000000000000,4.5420575360232105,true,4.5420575360232105
Silver,Ag,2139000000000000,4.5461932037201338,true,4.5461932037201338
Silver,Ag,2140000000000000,4.5503288714170589,true,4.5503288714170589
Silver,Ag,2141000000000000,4.5544645391139822,true,4.5544645391139822
Silver,Ag,2142000000000000,4.5586002068109055,true,4.5586002068109055
Silver,Ag,2143000000000000,4.5627358745078306,true,4.5627358745078306
Silver,Ag,2144000000000000,4.5668715422047539,true,4.5668715422047539
Silver,Ag,2145000000000000,4.5710072099016772,true,4.5710072099016772
Silver,Ag,2146000000000000,4.5751428775986023,true,4.5751428775986023
Silver,Ag,2147000000000000,4.5792785452955256,true,4.5792785452955256
Silver,Ag,2148000000000000,4.5834142129924489,true,4.5834142129924489
Silver,Ag,2149000000000000,4.587549880689374,true,4.587549880689374
Silver,Ag,2150000000000000,4.5916855483862973,true,4.5916855483862973
Silver,Ag,2151000000000000,4.5958212160832206,true,4.5958212160832206
Silver,Ag,2152000000000000,4.5999568837801457,true,4.5999568837801457
Silver,Ag,2153000000000000,4.604092551477069,true,4.604092551477069
Silver,Ag,2154000000000000,4.6082282191739923,true,4.6082282191739923
Silver,Ag,2155000000000000,4.6123638868709156,true,4.6123638868709156
Silver,Ag,2156000000000000,4.6164995545678407,true,4.6164995545678407
Silver,Ag,2157000000000000,4.620635222264764,true,4.620635222264764
Silver,Ag,2158000000000000,4.6247708899616873,true,4.6247708899616873
Silver,Ag,2159000000000000,4.6289065576586124,true,4.6289065576586124
Silver,Ag,2160000000000000,4.6330422253555357,true,4.6330422253555357
Silver,Ag,2161000000000000,4.637177893052459,true,4.637177893052459
Silver,Ag,2162000000000000,4.6413135607493841,true,4.6413135607493841
Silver,Ag,2163000000000000,4.6454492284463074,true,4.6454492284463074
Silver,Ag,2164000000000000,4.6495848961432307,true,4.6495848961432307
Silver,Ag,2165000000000000,4.6537205638401558,true,4.6537205638401558
Silver,Ag,2166000000000000,4.6578562315370791,true,4.6578562315370791
Silver,Ag,2167000000000000,4.6619918992340024,true,4.6619918992340024
Silver,Ag,2168000000000000,4.6661275669309257,true,4.6661275669309257
Silver,Ag,2169000000000000,4.6702632346278508,true,4.6702632346278508
Silver,Ag,2170000000000000,4.6743989023247741,true,4.6743989023247741
Silver,Ag,2171000000000000,4.6785345700216974,true,4.6785345700216974
Silver,Ag,2172000000000000,4.6826702377186225,true,4.6826702377186225
Silver,Ag,2173000000000000,4.6868059054155458,true,4.6868059054155458
Silver,Ag,2174000000000000,4.6909415731124691,true,4.6909415731124691
Silver,Ag,2175000000000000,4.6950772408093941,true,4.6950772408093941
Silver,Ag,2176000000000000,4.6992129085063175,true,4.6992129085063175
Silver,Ag,2177000000000000,4.7033485762032408,true,4.7033485762032408
Silver,Ag,2178000000000000,4.7074842439001658,true,4.7074842439001658
Silver,Ag,2179000000000000,4.7116199115970891,true,4.7116199115970891
Silver,Ag,2180000000000000,4.7157555792940125,true,4.7157555792940125
Silver,Ag,2181000000000000,4.7198912469909375,true,4.7198912469909375
Silver,Ag,2182000000000000,4.7240269146878608,true,4.7240269146878608
Silver,Ag,2183000000000000,4.7281625823847842,true,4.7281625823847842
Silver,Ag,2184000000000000,4.7322982500817075,true,4.7322982500817075
Silver,Ag,2185000000000000,4.7364339177786325,true,4.7364339177786325
Silver,Ag,2186000000000000,4.7405695854755558,true,4.7405695854755558
Silver,Ag,2187000000000000,4.7447052531724792,true,4.7447052531724792
Silver,Ag,2188000000000000,4.7488409208694042,true,4.7488409208694042
Silver,Ag,2189000000000000,4.7529765885663275,true,4.7529765885663275
Silver,Ag,2190000000000000,4.7571122562632508,true,4.7571122562632508
Silver,Ag,2191000000000000,4.7612479239601759,true,4.7612479239601759
Silver,Ag,2192000000000000,4.7653835916570992,true,4.7653835916570992
Silver,Ag,2193000000000000,4.7695192593540225,true,4.7695192593540225
Silver,Ag,2194000000000000,4.7736549270509476,true,4.7736549270509476
Silver,Ag,2195000000000000,4.7777905947478709,true,4.7777905947478709
Silver,Ag,2196000000000000,4.7819262624447942,true,4.7819262624447942
Silver,Ag,2197000000000000,4.7860619301417193,true,4.7860619301417193
Silver,Ag,2198000000000000,4.7901975978386426,true,4.7901975978386426
Silver,Ag,2199000000000000,4.7943332655355659,true,4.7943332655355659
Silver,Ag,2200000000000000,4.7984689332324892,true,4.7984689332324892
Silver,Ag,2201000000000000,4.8026046009294143,true,4.8026046009294143
Silver,Ag,2202000000000000,4.8067402686263376,true,4.8067402686263376
Silver,Ag,2203000000000000,4.8108759363232609,true,4.8108759363232609
Silver,Ag,2204000000000000,4.815011604020186,true,4.815011604020186
Silver,Ag,2205000000000000,4.8191472717171093,true,4.8191472717171093
Silver,Ag,2206000000000000,4.8232829394140326,true,4.8232829394140326
Silver,Ag,2207000000000000,4.8274186071109577,true,4.8274186071109577
Silver,Ag,2208000000000000,4.831554274807881,true,4.831554274807881
Silver,Ag,2209000000000000,4.8356899425048043,true,4.8356899425048043
Silver,Ag,2210000000000000,4.8398256102017294,true,4.8398256102017294
Silver,Ag,2211000000000000,4.8439612778986527,true,4.8439612778986527
Silver,Ag,2212000000000000,4.848096945595576,true,4.848096945595576
Silver,Ag,2213000000000000,4.8522326132924993,true,4.8522326132924993
Silver,Ag,2214000000000000,4.8563682809894244,true,4.8563682809894244
Silver,Ag,2215000000000000,4.8605039486863477,true,4.8605039486863477
Silver,Ag,2216000000000000,4.864639616383271,true,4.864639616383271
Silver,Ag,2217000000000000,4.8687752840801961,true,4.8687752840801961
Silver,Ag,2218000000000000,4.8729109517771194,true,4.8729109517771194
Silver,Ag,2219000000000000,4.8770466194740427,true,4.8770466194740427
Silver,Ag,2220000000000000,4.8811822871709678,true,4.8811822871709678
Silver,Ag,2221000000000000,4.8853179548678911,true,4.8853179548678911
Silver,Ag,2222000000000000,4.8894536225648144,true,4.8894536225648144
Silver,Ag,2223000000000000,4.8935892902617395,true,4.8935892902617395
Silver,Ag,2224000000000000,4.8977249579586628,true,4.8977249579586628
Silver,Ag,2225000000000000,4.9018606256555861,true,4.9018606256555861
Silver,Ag,2226000000000000,4.9059962933525112,true,4.9059962933525112
Silver,Ag,2227000000000000,4.9101319610494345,true,4.9101319610494345
Silver,Ag,2228000000000000,4.9142676287463578,true,4.9142676287463578
Silver,Ag,2229000000000000,4.9184032964432811,true,4.9184032964432811
Silver,Ag,2230000000000000,4.9225389641402062,true,4.9225389641402062
Silver,Ag,2231000000000000,4.9266746318371295,true,4.9266746318371295
Silver,Ag,2232000000000000,4.9308102995340528,true,4.9308102995340528
Silver,Ag,2233000000000000,4.9349459672309779,true,4.9349459672309779
Silver,Ag,2234000000000000,4.9390816349279012,true,4.9390816349279012
Silver,Ag,2235000000000000,4.9432173026248245,true,4.9432173026248245
Silver,Ag,2236000000000000,4.9473529703217496,true,4.9473529703217496
Silver,Ag,2237000000000000,4.9514886380186729,true,4.9514886380186729
Silver,Ag,2238000000000000,4.9556243057155962,true,4.9556243057155962
Silver,Ag,2239000000000000,4.9597599734125213,true,4.9597599734125213
Silver,Ag,2240000000000000,4.9638956411094446,true,4.9638956411094446
Silver,Ag,2241000000000000,4.9680313088063679,true,4.9680313088063679
Silver,Ag,2242000000000000,4.972166976503293,true,4.972166976503293
Silver,Ag,2243000000000000,4.9763026442002163,true,4.9763026442002163
Silver,Ag,2244000000000000,4.9804383118971396,true,4.9804383118971396
Silver,Ag,2245000000000000,4.9845739795940629,true,4.9845739795940629
Silver,Ag,2246000000000000,4.988709647290988,true,4.988709647290988
Silver,Ag,2247000000000000,4.9928453149879113,true,4.9928453149879113
Silver,Ag,2248000000000000,4.9969809826848346,true,4.9969809826848346
Silver,Ag,2249000000000000,5.0011166503817597,true,5.0011166503817597
Silver,Ag,2250000000000000,5.005252318078683,true,5.005252318078683
Silver,Ag,2251000000000000,5.0093879857756063,true,5.0093879857756063
Silver,Ag,2252000000000000,5.0135236534725314,true,5.0135236534725314
Silver,Ag,2253000000000000,5.0176593211694547,true,5.0176593211694547
Silver,Ag,2254000000000000,5.021794988866378,true,5.021794988866378
Silver,Ag,2255000000000000,5.0259306565633031,true,5.0259306565633031
Silver,Ag,2256000000000000,5.0300663242602264,true,5.0300663242602264
Silver,Ag,2257000000000000,5.0342019919571497,true,5.0342019919571497
Silver,Ag,2258000000000000,5.038337659654073,true,5.038337659654073
Silver,Ag,2259000000000000,5.0424733273509981,true,5.0424733273509981
Silver,Ag,2260000000000000,5.0466089950479214,true,5.0466089950479214
Silver,Ag,2261000000000000,5.0507446627448447,true,5.0507446627448447
Silver,Ag,2262000000000000,5.0548803304417698,true,5.0548803304417698
Silver,Ag,2263000000000000,5.0590159981386931,true,5.0590159981386931
Silver,Ag,2264000000000000,5.0631516658356164,true,5.0631516658356164
Silver,Ag,2265000000000000,5.0672873335325415,true,5.0672873335325415
Silver,Ag,2266000000000000,5.0714230012294648,true,5.0714230012294648
Silver,Ag,2267000000000000,5.0755586689263881,true,5.0755586689263881
Silver,Ag,2268000000000000,5.0796943366233132,true,5.0796943366233132
Silver,Ag,2269000000000000,5.0838300043202365,true,5.0838300043202365
Silver,Ag,2270000000000000,5.0879656720171598,true,5.0879656720171598
Silver,Ag,2271000000000000,5.0921013397140849,true,5.0921013397140849
Silver,Ag,2272000000000000,5.0962370074110082,true,5.0962370074110082
Silver,Ag,2273000000000000,5.1003726751079315,true,5.1003726751079315
Silver,Ag,2274000000000000,5.1045083428048548,true,5.1045083428048548
Silver,Ag,2275000000000000,5.1086440105017799,true,5.1086440105017799
Silver,Ag,2276000000000000,5.1127796781987032,true,5.1127796781987032
Silver,Ag,2277000000000000,5.1169153458956265,true,5.1169153458956265
Silver,Ag,2278000000000000,5.1210510135925515,true,5.1210510135925515
Silver,Ag,2279000000000000,5.1251866812894749,true,5.1251866812894749
Silver,Ag,2280000000000000,5.1293223489863982,true,5.1293223489863982
Silver,Ag,2281000000000000,5.1334580166833232,true,5.1334580166833232
Silver,Ag,2282000000000000,5.1375936843802466,true,5.1375936843802466
Silver,Ag,2283000000000000,5.1417293520771699,true,5.1417293520771699
Silver,Ag,2284000000000000,5.1458650197740949,true,5.1458650197740949
Silver,Ag,2285000000000000,5.1500006874710182,true,5.1500006874710182
Silver,Ag,2286000000000000,5.1541363551679416,true,5.1541363551679416
Silver,Ag,2287000000000000,5.1582720228648666,true,5.1582720228648666
Silver,Ag,2288000000000000,5.1624076905617899,true,5.1624076905617899
Silver,Ag,2289000000000000,5.1665433582587132,true,5.1665433582587132
Silver,Ag,2290000000000000,5.1706790259556366,true,5.1706790259556366
Silver,Ag,2291000000000000,5.1748146936525616,true,5.1748146936525616
Silver,Ag,2292000000000000,5.1789503613494849,true,5.1789503613494849
Silver,Ag,2293000000000000,5.1830860290464082,true,5.1830860290464082
Silver,Ag,2294000000000000,5.1872216967433333,true,5.1872216967433333
Silver,Ag,2295000000000000,5.1913573644402566,true,5.1913573644402566
Silver,Ag,2296000000000000,5.1954930321371799,true,5.1954930321371799
Silver,Ag,2297000000000000,5.199628699834105,true,5.199628699834105
Silver,Ag,2298000000000000,5.2037643675310283,true,5.2037643675310283
Silver,Ag,2299000000000000,5.2079000352279516,true,5.2079000352279516
Silver,Ag,2300000000000000,5.2120357029248767,true,5.2120357029248767
Silver,Ag,2301000000000000,5.2161713706218,true,5.2161713706218
Silver,Ag,2302000000000000,5.2203070383187233,true,5.2203070383187233
Silver,Ag,2303000000000000,5.2244427060156466,true,5.2244427060156466
Silver,Ag,2304000000000000,5.2285783737125717,true,5.2285783737125717
Silver,Ag,2305000000000000,5.232714041409495,true,5.232714041409495
Silver,Ag,2306000000000000,5.2368497091064183,true,5.2368497091064183
Silver,Ag,2307000000000000,5.2409853768033434,true,5.2409853768033434
Silver,Ag,2308000000000000,5.2451210445002667,true,5.2451210445002667
Silver,Ag,2309000000000000,5.24925671219719,true,5.24925671219719
Silver,Ag,2310000000000000,5.2533923798941151,true,5.2533923798941151
Silver,Ag,2311000000000000,5.2575280475910384,true,5.2575280475910384
Silver,Ag,2312000000000000,5.2616637152879617,true,5.2616637152879617
Silver,Ag,2313000000000000,5.2657993829848868,true,5.2657993829848868
Silver,Ag,2314000000000000,5.2699350506818101,true,5.2699350506818101
Silver,Ag,2315000000000000,5.2740707183787334,true,5.2740707183787334
Silver,Ag,2316000000000000,5.2782063860756585,true,5.2782063860756585
Silver,Ag,2317000000000000,5.2823420537725818,true,5.2823420537725818
Silver,Ag,2318000000000000,5.2864777214695051,true,5.2864777214695051
Silver,Ag,2319000000000000,5.2906133891664284,true,5.2906133891664284
Silver,Ag,2320000000000000,5.2947490568633535,true,5.2947490568633535
Silver,Ag,2321000000000000,5.2988847245602768,true,5.2988847245602768
Silver,Ag,2322000000000000,5.3030203922572001,true,5.3030203922572001
Silver,Ag,2323000000000000,5.3071560599541252,true,5.3071560599541252
Silver,Ag,2324000000000000,5.3112917276510485,true,5.3112917276510485
Silver,Ag,2325000000000000,5.3154273953479718,true,5.3154273953479718
Silver,Ag,2326000000000000,5.3195630630448969,true,5.3195630630448969
Silver,Ag,2327000000000000,5.3236987307418202,true,5.3236987307418202
Silver,Ag,2328000000000000,5.3278343984387435,true,5.3278343984387435
Silver,Ag,2329000000000000,5.3319700661356686,true,5.3319700661356686
Silver,Ag,2330000000000000,5.3361057338325919,true,5.3361057338325919
Silver,Ag,2331000000000000,5.3402414015295152,true,5.3402414015295152
Silver,Ag,2332000000000000,5.3443770692264403,true,5.3443770692264403
Silver,Ag,2333000000000000,5.3485127369233636,true,5.3485127369233636
Silver,Ag,2334000000000000,5.3526484046202869,true,5.3526484046202869
Silver,Ag,2335000000000000,5.3567840723172102,true,5.3567840723172102
Silver,Ag,2336000000000000,5.3609197400141353,true,5.3609197400141353
Silver,Ag,2337000000000000,5.3650554077110586,true,5.3650554077110586
Silver,Ag,2338000000000000,5.3691910754079819,true,5.3691910754079819
Silver,Ag,2339000000000000,5.373326743104907,true,5.373326743104907
Silver,Ag,2340000000000000,5.3774624108018303,true,5.3774624108018303
Silver,Ag,2341000000000000,5.3815980784987536,true,5.3815980784987536
Silver,Ag,2342000000000000,5.3857337461956787,true,5.3857337461956787
